"cod_tara","an","valoare","indicator"
"FI",2021,3.01,"cheltuieli_cd_rap_la_pib"
"FI",2022,2.98,"cheltuieli_cd_rap_la_pib"
"FI",2023,3.09,"cheltuieli_cd_rap_la_pib"
"FI",2024,3.22,"cheltuieli_cd_rap_la_pib"
"FR",2000,2.1,"cheltuieli_cd_rap_la_pib"
"FR",2001,2.15,"cheltuieli_cd_rap_la_pib"
"FR",2002,2.19,"cheltuieli_cd_rap_la_pib"
"FR",2003,2.13,"cheltuieli_cd_rap_la_pib"
"FR",2004,2.1,"cheltuieli_cd_rap_la_pib"
"FR",2005,2.06,"cheltuieli_cd_rap_la_pib"
"FR",2006,2.05,"cheltuieli_cd_rap_la_pib"
"FR",2007,2.03,"cheltuieli_cd_rap_la_pib"
"FR",2008,2.06,"cheltuieli_cd_rap_la_pib"
"FR",2009,2.21,"cheltuieli_cd_rap_la_pib"
"FR",2010,2.18,"cheltuieli_cd_rap_la_pib"
"FR",2011,2.19,"cheltuieli_cd_rap_la_pib"
"FR",2012,2.23,"cheltuieli_cd_rap_la_pib"
"FR",2013,2.23,"cheltuieli_cd_rap_la_pib"
"FR",2014,2.22,"cheltuieli_cd_rap_la_pib"
"FR",2015,2.22,"cheltuieli_cd_rap_la_pib"
"FR",2016,2.22,"cheltuieli_cd_rap_la_pib"
"FR",2017,2.2,"cheltuieli_cd_rap_la_pib"
"FR",2018,2.2,"cheltuieli_cd_rap_la_pib"
"FR",2019,2.2,"cheltuieli_cd_rap_la_pib"
"FR",2020,2.27,"cheltuieli_cd_rap_la_pib"
"FR",2021,2.21,"cheltuieli_cd_rap_la_pib"
"FR",2022,2.22,"cheltuieli_cd_rap_la_pib"
"FR",2023,2.18,"cheltuieli_cd_rap_la_pib"
"FR",2024,2.18,"cheltuieli_cd_rap_la_pib"
"HU",2000,0.79,"cheltuieli_cd_rap_la_pib"
"HU",2001,0.91,"cheltuieli_cd_rap_la_pib"
"HU",2002,0.98,"cheltuieli_cd_rap_la_pib"
"HU",2003,0.92,"cheltuieli_cd_rap_la_pib"
"HU",2004,0.86,"cheltuieli_cd_rap_la_pib"
"HU",2005,0.92,"cheltuieli_cd_rap_la_pib"
"HU",2006,0.98,"cheltuieli_cd_rap_la_pib"
"HU",2007,0.95,"cheltuieli_cd_rap_la_pib"
"HU",2008,0.98,"cheltuieli_cd_rap_la_pib"
"HU",2009,1.13,"cheltuieli_cd_rap_la_pib"
"HU",2010,1.13,"cheltuieli_cd_rap_la_pib"
"HU",2011,1.18,"cheltuieli_cd_rap_la_pib"
"HU",2012,1.26,"cheltuieli_cd_rap_la_pib"
"HU",2013,1.38,"cheltuieli_cd_rap_la_pib"
"HU",2014,1.34,"cheltuieli_cd_rap_la_pib"
"HU",2015,1.34,"cheltuieli_cd_rap_la_pib"
"HU",2016,1.18,"cheltuieli_cd_rap_la_pib"
"HU",2017,1.31,"cheltuieli_cd_rap_la_pib"
"HU",2018,1.5,"cheltuieli_cd_rap_la_pib"
"HU",2019,1.46,"cheltuieli_cd_rap_la_pib"
"HU",2020,1.58,"cheltuieli_cd_rap_la_pib"
"HU",2021,1.63,"cheltuieli_cd_rap_la_pib"
"HU",2022,1.39,"cheltuieli_cd_rap_la_pib"
"HU",2023,1.38,"cheltuieli_cd_rap_la_pib"
"HU",2024,1.31,"cheltuieli_cd_rap_la_pib"
"IE",2000,1.08,"cheltuieli_cd_rap_la_pib"
"IE",2001,1.05,"cheltuieli_cd_rap_la_pib"
"IE",2002,1.06,"cheltuieli_cd_rap_la_pib"
"IE",2003,1.12,"cheltuieli_cd_rap_la_pib"
"IE",2004,1.18,"cheltuieli_cd_rap_la_pib"
"IE",2005,1.19,"cheltuieli_cd_rap_la_pib"
"IE",2006,1.2,"cheltuieli_cd_rap_la_pib"
"IE",2007,1.23,"cheltuieli_cd_rap_la_pib"
"IE",2008,1.39,"cheltuieli_cd_rap_la_pib"
"IE",2009,1.61,"cheltuieli_cd_rap_la_pib"
"IE",2010,1.6,"cheltuieli_cd_rap_la_pib"
"IE",2011,1.54,"cheltuieli_cd_rap_la_pib"
"IE",2012,1.55,"cheltuieli_cd_rap_la_pib"
"IE",2013,1.54,"cheltuieli_cd_rap_la_pib"
"IE",2014,1.48,"cheltuieli_cd_rap_la_pib"
"IE",2015,1.14,"cheltuieli_cd_rap_la_pib"
"IE",2016,1.15,"cheltuieli_cd_rap_la_pib"
"IE",2017,1.21,"cheltuieli_cd_rap_la_pib"
"IE",2018,1.08,"cheltuieli_cd_rap_la_pib"
"IE",2019,1.14,"cheltuieli_cd_rap_la_pib"
"IE",2020,1.13,"cheltuieli_cd_rap_la_pib"
"IE",2021,1.08,"cheltuieli_cd_rap_la_pib"
"IE",2022,1.53,"cheltuieli_cd_rap_la_pib"
"IE",2023,1.54,"cheltuieli_cd_rap_la_pib"
"IE",2024,1.38,"cheltuieli_cd_rap_la_pib"
"IT",2000,1,"cheltuieli_cd_rap_la_pib"
"IT",2001,1.04,"cheltuieli_cd_rap_la_pib"
"IT",2002,1.08,"cheltuieli_cd_rap_la_pib"
"IT",2003,1.06,"cheltuieli_cd_rap_la_pib"
"IT",2004,1.05,"cheltuieli_cd_rap_la_pib"
"IT",2005,1.04,"cheltuieli_cd_rap_la_pib"
"IT",2006,1.08,"cheltuieli_cd_rap_la_pib"
