"region_id","2020","2021","2022","2023","2024"
"RO42","20.5","20.9","23.1","23.8","25.2"
"SI03","33.9","38.4","38.4","32.6","33.3"
"SI04","44.5","48.1","46.4","40.0","40.0"
"SK01","46.1","48.6","48.6","51.6","53.5"
"SK02","22.5","24.5","25.9","25.5","25.5"
"SK03","24.3","25.5","27.4","28.0","28.0"
"SK04","28.0","29.9","30.2","27.4","25.9"
"FI19","43.7","38.9","38.9","39.4","39.5"
"FI1B","52.5","47.6","48.5","47.6","48.1"
"FI1C","42.4","37.4","36.2","36.3","37.7"
"FI1D","41.2","36.7","36.8","37.0","36.7"
"FI20","39.4","34.7","33.6","31.6","30.0"
"SE11","51.0","52.7","53.5","54.5","55.0"
"SE12","40.7","42.1","42.0","42.3","43.3"
"SE21","35.7","35.6","37.2","39.8","39.6"
"SE22","43.6","44.9","46.0","47.1","49.0"
"SE23","41.5","43.0","45.4","44.7","46.1"
"SE31","34.4","34.6","36.0","38.6","39.9"
"SE32","36.3","36.7","40.2","37.6","35.5"
"SE33","37.5","39.6","39.6","42.3","43.5"
"IS00","39.9","39.0","39.1","39.8","41.5"
"NO02","35.6","38.0","37.5","37.9","39.5"
"NO06","46.0","47.0","45.1","45.8","46.4"
"NO07","39.2","39.7","40.8","40.4","40.2"
"NO08","50.0","50.4","49.9","51.9","53.9"
"NO09","39.4","40.6","41.7","41.1","41.1"
"NO0A","43.3","45.0","46.1","46.0","45.7"
"CH01","42.1","42.8","42.7","44.5","44.6"
"CH02","38.9","38.4","38.3","39.1","39.3"
"CH03","44.0","42.7","42.8","43.8","43.9"
"CH04","52.5","52.5","52.1","53.3","54.2"
"CH05","37.5","37.0","36.4","37.1","36.9"
"CH06","40.0","41.0","40.8","41.8","42.9"
"CH07","40.7","39.6","40.5","42.3","43.0"
"RS11","41.7","43.0","45.1","43.9","46.4"
"RS12","23.0","24.5","23.5","25.7","26.6"
"RS21","18.9","20.2","20.1","20.9","22.3"
"RS22","21.2","22.6","23.0","24.6","24.5"
"TR10","32.9","34.5","34.2","35.0","36.5"
"TR21","27.5","25.8","23.1","25.3","26.8"
"TR22","28.0","25.4","26.7","27.9","28.0"
"TR31","29.8","32.5","32.2","34.3","35.3"
"TR32","25.8","25.9","27.3","28.1","29.2"
"TR33","19.7","19.9","21.0","20.8","22.6"
"TR41","27.0","28.5","29.7","30.0","30.5"
"TR42","26.8","26.5","26.0","27.4","30.2"
"TR51","40.3","39.9","40.1","40.3","42.0"
"TR52","23.0","22.2","22.9","25.9","27.7"
"TR61","29.1","28.5","29.1","30.9","30.1"
"TR62","26.2","27.3","26.4","27.0","26.9"
"TR63","25.0","25.5","26.0","27.9","24.7"
"TR71","23.2","23.2","25.1","26.0","24.4"
"TR72","25.0","25.1","26.7","27.1","27.8"
"TR81","26.5","26.1","25.0","25.3","23.9"
"TR82","19.0","20.7","22.5","21.4","20.3"
"TR83","21.7","21.6","22.1","24.3","26.1"
"TR90","24.1","23.3","23.6","24.9","24.5"
"TRA1","26.5","27.4","24.5","27.0","29.2"
"TRA2","17.8","17.1","16.3","16.7","16.1"
"TRB1","27.9","27.1","25.8","23.6","24.5"
"TRB2","18.0","16.4","15.5","16.2","16.6"
"TRC1","22.3","21.9","23.6","25.4","25.3"
"TRC2","17.0","17.9","18.4","18.2","16.0"
"TRC3","20.9","20.7","20.1","18.7","20.9"
