"region_id","2020","2021","2022","2023","2024"
"HR06","13.7","17.4","20.5","19.1","19.4"
"ITC1","62.6","72.2","72.1","71.6","78.5"
"ITC2","1.9","2.0","2.3","2.0","2.1"
"ITC3","39.1","42.6","43.5","43.9","43.6"
"ITC4","185.8","186.7","190.3","198.7","212.7"
"ITF1","20.7","21.7","19.5","19.3","19.7"
"ITF2","3.6","3.7","3.3","3.2","5.1"
"ITF3","82.1","84.2","85.9","101.3","101.7"
"ITF4","42.6","38.6","43.2","44.3","36.3"
"ITF5","5.5","5.9","6.7","5.9","7.6"
"ITF6","21.9","18.6","19.5","23.5","21.9"
"ITG1","55.0","53.1","58.0","56.4","52.0"
"ITG2","22.8","23.8","18.7","21.5","24.5"
"ITH1","8.6","8.2","8.6","9.1","8.0"
"ITH2","11.2","9.8","12.1","10.7","11.2"
"ITH3","99.1","87.2","89.0","98.6","103.1"
"ITH4","20.5","18.9","21.0","23.3","21.5"
"ITH5","81.9","88.9","100.0","89.0","85.2"
"ITI1","65.8","67.0","72.1","72.0","72.9"
"ITI2","13.7","14.7","14.5","13.8","12.1"
"ITI3","17.0","23.3","20.4","21.2","19.6"
"ITI4","125.2","122.7","134.6","127.9","129.1"
"CY00","17.4","15.8","15.8","18.8","21.8"
"LV00","66.6","63.2","63.5","70.6","65.0"
"LT01","33.5","36.3","34.8","33.3","26.3"
"LT02","63.8","63.8","63.1","67.1","64.1"
"LU00","13.3","11.7","13.4","12.8","11.5"
"HU11","44.1","36.8","39.1","40.6","49.0"
"HU12","42.5","42.3","46.9","51.4","52.7"
"HU21","29.1","30.6","32.2","29.9","29.3"
"HU22","26.4","29.8","27.1","29.6","32.6"
"HU23","16.6","16.8","16.2","17.3","15.4"
"HU31","24.6","25.3","24.6","26.1","22.8"
"HU32","31.2","29.3","32.1","36.8","35.7"
"HU33","31.4","35.4","31.0","28.0","25.0"
"MT00","14.0","13.3","14.9","14.0","16.7"
"NL11","7.5","8.0","9.8","9.6","11.3"
"NL12","7.9","9.8","15.3","14.1","12.7"
"NL13","5.3","7.8","8.1","6.1","7.4"
"NL21","16.9","15.7","21.9","22.9","19.4"
"NL22","34.0","35.4","39.5","40.2","41.0"
"NL23","11.7","10.1","10.3","11.8","12.0"
"NL32","74.4","89.1","77.3","73.9","80.8"
"NL34","8.1","9.7","10.0","10.9","11.7"
"NL41","51.0","60.2","57.7","55.9","59.3"
"NL42","20.0","25.4","21.9","24.9","26.7"
"AT11","6.6","6.3","6.0","5.8","6.7"
"AT12","36.4","39.0","39.4","34.9","37.1"
"AT13","51.6","48.0","42.4","49.9","48.2"
"AT21","9.9","11.0","9.5","10.5","10.4"
"AT22","26.6","26.0","25.7","24.0","20.4"
"AT31","30.8","31.4","33.4","32.1","29.8"
"AT32","13.8","12.2","12.9","15.5","14.7"
"AT33","21.9","18.3","20.8","21.7","22.4"
"AT34","7.2","7.0","7.9","6.6","8.2"
"PL21","74.1","76.6","69.6","69.1","77.4"
"PL22","110.7","122.1","133.7","139.8","133.8"
"PL41","99.8","103.9","91.1","101.7","113.4"
"PL42","55.4","46.6","48.6","52.6","61.6"
"PL43","32.9","36.5","35.8","34.4","41.1"
"PL51","67.6","76.9","63.8","64.6","73.5"
"PL52","24.2","22.5","23.0","21.0","17.1"
"PL61","45.6","52.2","40.4","48.0","54.4"
"PL62","24.0","25.3","28.8","29.0","25.9"
"PL63","88.1","79.0","79.5","73.1","71.0"
"PL71","87.8","88.5","88.9","84.1","91.2"
"PL72","25.4","27.0","26.8","28.1","27.4"
"PL81","41.0","49.5","53.5","57.2","60.5"
"PL82","33.7","43.8","40.8","37.1","36.1"
"PL84","21.6","24.5","21.9","21.9","21.2"
"PL91","100.5","94.0","96.5","91.0","85.1"
"PL92","66.9","72.9","64.4","69.4","76.0"
"PT11","63.8","62.1","70.4","67.9","67.7"
"PT15","9.1","8.4","10.4","11.7","10.2"
"PT19","26.7","27.0","28.5","32.1","31.2"
"PT1A","53.7","55.1","60.9","63.7","63.5"
"PT1B","20.4","17.7","18.9","15.8","21.0"
"PT1C","7.5","8.5","9.9","7.7","7.7"
"PT1D","14.2","15.3","15.4","17.6","18.5"
"PT30","6.2","6.2","5.0","5.9","6.6"
"RO11","58.5","64.6","70.0","67.0","72.2"
"RO12","42.8","42.9","49.6","51.4","54.2"
"RO21","48.4","59.4","57.1","57.9","63.7"
"RO22","71.2","68.6","60.2","57.2","62.4"
"RO31","91.0","90.9","87.3","86.2","88.6"
"RO32","76.2","82.6","86.7","88.2","97.8"
"RO41","39.3","36.5","39.2","43.0","49.9"
"RO42","48.5","47.6","48.2","52.4","53.3"
"SI03","22.0","19.2","19.5","18.2","19.5"
"SI04","23.9","20.9","20.7","23.6","24.3"
"SK01","21.9","17.9","18.4","24.3","21.2"
"SK02","53.4","47.9","55.7","58.5","59.6"
"SK03","34.7","28.6","27.9","28.6","31.7"
"SK04","36.8","34.2","36.8","36.0","38.1"
"FI19","24.8","26.4","25.4","26.0","28.7"
"FI1B","43.8","44.3","46.2","42.4","42.8"
"FI1C","24.8","25.1","24.4","26.0","27.3"
"FI1D","22.4","22.5","23.8","23.5","22.9"
"SE11","54.7","47.0","43.0","46.2","41.6"
"SE12","31.7","31.9","30.9","31.3","37.6"
"SE21","21.1","18.6","16.9","18.3","18.7"
"SE22","30.0","27.8","29.5","38.0","34.7"
"SE23","45.2","39.3","41.3","47.4","45.2"
"SE31","12.2","13.3","14.0","16.3","17.0"
"SE32","8.1","5.8","6.4","6.0","8.3"
"SE33","13.5","10.6","8.8","9.7","12.0"
"IS00","10.6","9.9","14.8","16.1","15.5"
"NO02","5.9","6.7","6.0","6.7","6.5"
"NO06","8.0","9.1","10.3","11.5","13.7"
"NO07","14.5","12.8","12.8","13.0","16.4"
"NO08","42.0","35.3","42.8","48.2","50.7"
"NO09","15.1","14.4","15.1","13.4","15.3"
"NO0A","34.5","35.9","36.2","34.2","36.1"
"CH01","30.3","31.2","31.4","30.0","31.0"
"CH02","39.6","34.2","37.6","38.8","39.4"
"CH03","31.7","28.9","26.6","28.8","29.6"
"CH04","33.6","31.9","29.2","32.6","33.2"
"CH05","23.8","21.0","22.1","22.6","24.3"
"CH06","18.1","15.1","16.2","16.7","15.9"
"CH07","5.9","6.6","7.1","7.5","6.1"
"RS11","49.7","50.2","49.2","47.8","51.7"
"RS12","38.0","33.6","34.1","33.8","33.4"
"RS21","26.0","29.1","27.4","33.0","36.9"
"RS22","18.7","22.6","25.0","24.9","24.2"
"TR10","314.5","349.8","395.6","427.0","435.0"
"TR21","21.0","22.5","26.0","29.4","34.2"
"TR22","23.7","27.5","28.6","24.7","27.6"
"TR31","61.5","66.9","77.8","83.0","86.4"
"TR32","37.6","38.6","43.5","49.8","54.8"
"TR33","28.8","29.1","31.3","27.6","35.8"
"TR41","54.3","54.8","74.6","81.9","81.2"
"TR42","81.7","90.4","90.0","86.9","100.6"
"TR51","66.2","82.7","83.1","81.8","88.2"
"TR52","25.5","23.7","29.5","35.0","33.2"
"TR61","52.6","61.7","74.8","82.4","83.0"
"TR62","61.6","66.5","64.6","66.8","78.1"
"TR63","35.9","46.3","49.2","46.9","47.0"
"TR71","16.0","20.6","22.7","24.5","26.6"
"TR72","21.0","22.5","28.3","25.6","26.0"
"TR81","13.9","11.8","13.2","15.1","18.5"
"TR82","9.6","7.3","8.2","8.0","7.7"
"TR83","24.4","21.4","29.8","31.2","29.8"
"TR90","28.0","29.7","33.0","38.0","38.7"
"TRA1","7.2","9.7","7.6","8.6","9.0"
"TRA2","6.3","9.3","10.2","10.5","9.8"
"TRB1","12.2","14.1","17.6","17.3","16.4"
"TRB2","12.8","11.7","11.8","17.2","16.3"
"TRC1","30.6","30.4","29.8","31.3","34.9"
"TRC2","22.7","28.7","31.2","24.1","40.7"
"TRC3","27.0","34.4","39.5","46.0","47.4"
