"region_id","2020","2021","2022","2023","2024"
"FRK1","45.7","49.0","44.3","40.5","42.2"
"FRK2","259.8","263.2","250.8","253.6","261.0"
"FRL0","173.0","161.8","152.1","151.8","181.8"
"FRM0","14.0","13.6","17.5","13.8","15.1"
"FRY1","10.5","9.1","12.0","12.0","13.1"
"FRY2","9.2","7.0","8.5","9.6","9.4"
"FRY3","6.1","6.5","7.1","7.6","6.9"
"FRY4","21.2","20.8","21.5","24.7","27.3"
"HR02","36.2","39.8","36.8","36.8","41.3"
"HR03","55.3","60.4","58.4","58.0","60.3"
"HR05","24.1","22.1","23.0","26.0","25.7"
"HR06","42.5","45.2","43.0","42.7","43.2"
"ITC1","136.3","137.0","142.3","135.5","146.0"
"ITC2","6.3","6.3","6.6","6.8","6.6"
"ITC3","46.1","49.0","58.7","58.6","60.5"
"ITC4","308.3","323.7","345.9","349.0","345.6"
"ITF1","44.1","48.4","45.8","50.4","48.6"
"ITF2","7.8","9.8","12.6","12.1","9.7"
"ITF3","130.5","135.9","153.9","154.9","166.5"
"ITF4","100.2","113.7","124.9","129.2","134.2"
"ITF5","19.0","21.3","21.9","22.0","22.9"
"ITF6","42.4","56.2","57.2","55.9","55.6"
"ITG1","108.9","122.1","125.8","132.0","147.3"
"ITG2","50.8","53.2","60.1","51.7","58.9"
"ITH1","21.8","21.6","22.6","22.1","22.5"
"ITH2","20.0","18.5","17.4","21.2","23.0"
"ITH3","139.7","134.3","154.7","163.6","174.5"
"ITH4","39.4","36.9","38.5","37.9","37.7"
"ITH5","133.5","148.4","151.6","144.1","143.7"
"ITI1","126.1","121.3","127.0","116.3","128.2"
"ITI2","27.9","32.3","28.0","29.7","29.8"
"ITI3","37.9","38.9","42.9","44.5","47.7"
"ITI4","147.7","158.0","174.5","189.3","197.3"
"CY00","50.2","46.0","48.1","46.7","49.3"
"LV00","93.4","91.6","92.6","87.6","81.1"
"LT01","35.7","33.3","36.0","35.3","41.7"
"LT02","91.6","95.0","100.7","103.7","102.3"
"LU00","17.4","17.4","17.8","17.9","16.4"
"HU11","56.7","57.1","53.4","62.3","63.5"
"HU12","70.5","69.6","67.6","74.8","79.2"
"HU21","54.2","53.5","55.3","55.7","51.7"
"HU22","45.0","47.9","57.0","51.3","51.0"
"HU23","42.3","45.3","54.3","44.8","47.4"
"HU31","61.0","60.9","62.8","66.0","61.7"
"HU32","72.5","76.5","67.4","63.6","73.4"
"HU33","45.1","55.3","57.9","55.3","50.3"
"MT00","18.8","21.0","22.0","23.2","26.4"
"NL11","16.6","16.5","13.1","16.0","19.8"
"NL12","21.7","23.4","19.6","20.2","22.1"
"NL13","13.0","15.0","15.3","16.4","16.0"
"NL21","38.6","39.3","36.3","39.3","40.5"
"NL22","59.9","62.3","68.5","70.0","75.8"
"NL23","9.1","9.0","12.6","13.7","12.2"
"NL32","61.8","65.4","74.8","72.7","78.0"
"NL34","13.6","11.9","12.0","15.8","15.2"
"NL41","72.3","75.6","79.2","84.2","80.0"
"NL42","25.7","27.5","27.8","27.2","30.6"
"AT11","16.1","16.4","17.4","15.5","16.0"
"AT12","72.0","72.5","82.3","72.6","67.5"
"AT13","62.5","62.2","65.4","65.1","67.2"
"AT21","27.2","27.5","32.2","30.7","32.3"
"AT22","60.0","55.6","63.4","60.6","56.5"
"AT31","69.3","61.5","72.2","73.8","72.1"
"AT32","28.1","25.0","29.7","25.5","24.8"
"AT33","43.2","38.4","36.5","36.7","39.3"
"AT34","19.2","18.2","18.8","20.3","20.1"
"PL21","173.8","189.7","183.8","162.6","172.3"
"PL22","183.5","197.2","184.3","185.5","185.5"
"PL41","164.9","157.6","163.7","171.1","152.1"
"PL42","90.9","86.5","85.9","86.4","72.4"
"PL43","46.0","44.2","48.9","47.1","49.7"
"PL51","123.8","116.9","132.9","123.5","132.1"
"PL52","55.1","52.2","46.9","51.1","51.6"
"PL61","89.5","84.7","87.4","83.4","85.8"
"PL62","64.8","63.9","61.1","56.4","60.7"
"PL63","131.2","117.3","124.2","122.3","122.6"
"PL71","90.0","99.8","95.5","88.2","78.5"
"PL72","58.2","61.4","63.2","57.2","48.8"
"PL81","66.7","74.7","74.2","77.8","83.7"
"PL82","103.5","99.6","99.8","98.3","95.2"
"PL84","51.0","47.0","45.5","43.7","49.9"
"PL91","138.7","138.2","133.1","124.4","131.8"
"PL92","109.0","108.7","108.0","103.3","98.7"
"PT11","141.3","139.2","133.7","145.5","151.0"
"PT15","14.9","21.0","20.1","22.5","23.1"
"PT19","49.5","60.4","67.9","66.4","64.4"
"PT1A","63.2","55.4","67.3","73.4","82.1"
"PT1B","19.5","17.1","25.1","30.1","25.5"
"PT1C","11.7","13.2","14.7","17.1","15.5"
"PT1D","31.9","41.1","36.4","32.5","34.3"
"PT20","11.3","9.8","10.3","11.7","11.5"
"PT30","12.3","10.9","11.7","13.0","13.8"
"RO11","126.3","128.0","124.1","129.2","128.7"
"RO12","103.0","106.6","102.1","102.1","110.7"
"RO21","189.8","199.1","197.0","203.6","211.3"
"RO22","108.2","112.9","121.3","118.4","116.8"
"RO31","147.5","158.3","155.1","168.2","175.9"
"RO32","102.5","118.9","115.9","127.4","134.1"
"RO41","96.6","94.2","89.8","92.0","87.9"
"RO42","63.4","60.3","60.4","58.7","64.8"
"SI03","44.8","41.3","43.5","51.6","48.7"
"SI04","35.9","32.3","34.4","38.6","38.7"
"SK01","28.3","25.6","29.9","31.4","34.6"
"SK02","87.9","95.5","92.9","102.5","102.9"
"SK03","75.0","79.4","85.2","84.2","89.5"
"SK04","92.0","94.4","95.6","106.0","105.2"
"FI19","55.9","52.5","51.5","49.2","52.0"
"FI1B","67.1","69.1","70.0","67.5","63.2"
"FI1C","44.1","45.1","44.4","43.8","39.6"
"FI1D","49.2","48.9","49.0","52.9","47.5"
"SE11","73.3","74.6","79.4","81.6","84.0"
"SE12","67.5","66.6","63.4","62.4","60.4"
"SE21","34.0","35.1","36.5","32.9","31.6"
"SE22","58.9","56.2","52.3","56.3","54.5"
"SE23","95.2","90.9","87.3","76.6","79.2"
"SE31","38.3","33.5","33.6","33.9","36.1"
"SE32","15.9","19.0","17.7","15.5","15.2"
"SE33","27.0","24.5","21.6","22.2","21.4"
"IS00","16.1","18.2","19.3","19.4","21.0"
"NO02","18.8","17.6","22.5","23.8","21.9"
"NO06","27.5","29.4","29.9","27.5","25.2"
"NO07","26.0","26.7","25.7","27.3","27.5"
"NO08","85.4","90.1","89.5","97.2","93.9"
"NO09","34.4","37.2","40.7","39.0","35.5"
"NO0A","63.1","63.8","63.1","59.2","65.9"
"CH01","61.2","59.4","57.3","57.7","63.2"
"CH02","82.4","81.8","78.8","81.5","79.9"
"CH03","46.3","42.4","41.0","45.5","50.4"
"CH04","45.8","43.7","41.3","44.1","47.5"
"CH05","60.3","61.4","55.6","55.9","56.3"
"CH06","39.8","40.8","38.4","39.2","42.6"
"CH07","14.7","13.6","12.3","10.1","11.2"
"RS11","62.1","61.1","61.5","65.5","62.0"
"RS12","62.8","57.8","61.5","61.6","65.6"
"RS21","55.7","62.0","71.3","69.4","67.2"
"RS22","49.4","58.1","51.5","51.6","52.5"
"TR10","315.4","330.1","384.5","401.5","425.6"
"TR21","43.8","53.2","54.8","50.6","53.7"
"TR22","42.2","50.4","52.4","52.8","51.8"
"TR31","122.9","118.8","102.7","118.7","135.8"
"TR32","81.5","88.7","92.3","96.2","102.4"
"TR33","73.0","85.5","74.7","76.6","76.9"
"TR41","77.4","93.9","93.6","102.4","111.5"
"TR42","84.5","102.4","114.9","120.4","124.3"
"TR51","149.5","164.2","177.3","188.6","190.1"
"TR52","54.0","56.6","58.2","63.0","67.4"
"TR61","70.8","83.7","94.7","99.2","100.1"
"TR62","94.9","108.2","121.6","122.9","140.3"
"TR63","71.1","78.4","81.5","97.2","129.1"
"TR71","40.3","41.2","44.9","39.5","34.9"
"TR72","56.8","63.6","56.8","66.9","69.7"
"TR81","18.1","21.4","21.9","23.0","23.9"
"TR82","14.2","15.0","12.7","14.0","16.9"
"TR83","59.6","76.8","71.6","62.9","67.6"
"TR90","72.5","77.2","75.8","89.9","89.5"
"TRA1","19.7","19.1","17.9","23.8","29.8"
"TRA2","21.5","28.9","28.8","35.1","36.1"
"TRB1","31.3","38.4","37.4","48.9","55.7"
"TRB2","59.7","76.0","88.3","83.8","82.9"
"TRC1","50.6","62.9","65.6","70.4","73.1"
"TRC2","67.3","124.3","119.7","122.9","139.6"
"TRC3","36.1","45.7","46.4","44.8","46.0"
