STRUCTURE,STRUCTURE_ID,freq,sectperf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IE,2022,1.53,be,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IE,2023,1.54,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IE,2024,1.38,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2011,2.38,be,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2013,1.68,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2014,1.92,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2015,2.16,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2016,2.08,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2017,2.06,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2018,1.97,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2019,2.31,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2020,2.44,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2021,2.73,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2022,2.56,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2023,2.62,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IS,2024,2.47,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2010,1.21,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2011,1.2,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2012,1.26,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2013,1.29,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2014,1.33,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2015,1.33,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2016,1.36,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2017,1.36,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2018,1.42,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2019,1.46,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2020,1.5,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2021,1.41,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2022,1.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2023,1.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,IT,2024,1.38,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2010,3.1,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2011,3.21,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2012,3.17,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2013,3.28,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2014,3.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2015,3.24,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2016,3.11,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2017,3.17,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2018,3.22,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2019,3.22,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2020,3.27,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2021,3.27,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2022,3.4,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,JP,2023,3.44,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2010,3.18,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2011,3.44,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2012,3.69,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2013,3.77,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2014,3.89,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2015,3.79,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2016,3.79,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2017,4.07,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2018,4.27,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2019,4.36,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2020,4.52,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2021,4.6,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2022,4.85,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,KR,2023,4.94,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2010,0.79,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2011,0.91,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2012,0.9,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2013,0.95,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2014,1.03,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2015,1.04,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2016,0.84,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2017,0.9,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2018,0.93,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2019,0.99,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2020,1.12,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2021,1.1,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2022,1.06,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2023,1.04,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LT,2024,1.04,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2010,1.42,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2011,1.42,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2012,1.21,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2013,1.23,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2014,1.22,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2015,1.25,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2016,1.27,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2017,1.24,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2018,1.17,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2019,1.18,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2020,1.1,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2021,1.03,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2022,1.07,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2023,1.06,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LU,2024,0.99,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2010,0.62,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2011,0.74,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2012,0.69,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2013,0.64,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2014,0.71,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2015,0.64,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2016,0.45,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2017,0.53,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2018,0.66,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2019,0.66,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2020,0.76,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2021,0.77,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2022,0.81,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2023,0.82,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,LV,2024,0.92,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2011,0.32,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2013,0.38,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2014,0.36,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2015,0.38,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2016,0.33,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2017,0.35,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2018,0.51,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2019,0.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2021,0.51,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2022,0.32,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2023,0.34,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,ME,2024,0.29,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MK,2015,0.44,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MK,2016,0.44,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MK,2017,0.35,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MK,2018,0.36,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MK,2019,0.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MK,2020,0.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MK,2022,0.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MK,2023,0.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2010,0.58,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2011,0.65,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2012,0.79,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2013,0.73,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2014,0.68,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2015,0.7,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2016,0.54,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2017,0.53,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2018,0.55,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2019,0.55,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2020,0.6,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2021,0.6,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2022,0.58,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2023,0.58,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,MT,2024,0.54,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2010,1.69,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2011,1.87,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2012,1.9,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2013,2.14,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2014,2.15,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2015,2.12,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2016,2.12,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2017,2.14,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2018,2.1,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2019,2.14,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2020,2.27,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2021,2.22,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2022,2.18,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2023,2.3,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NL,2024,2.29,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2010,1.61,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2011,1.58,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2012,1.57,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2013,1.6,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2014,1.66,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2015,1.86,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2016,1.97,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2017,2.01,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2018,1.97,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2019,2.06,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2020,2.16,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2021,1.82,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2022,1.5,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2023,1.78,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,NO,2024,1.74,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2010,0.72,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2011,0.75,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2012,0.88,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2013,0.88,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2014,0.95,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2015,1,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2016,0.96,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2017,1.03,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2018,1.19,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2019,1.31,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2020,1.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2021,1.42,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2022,1.44,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2023,1.56,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PL,2024,1.41,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2010,1.53,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2011,1.46,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2012,1.38,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2013,1.32,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2014,1.29,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2015,1.25,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2016,1.28,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2017,1.32,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2018,1.35,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2019,1.39,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2020,1.61,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2021,1.67,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2022,1.69,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2023,1.68,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,PT,2024,1.73,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2010,0.45,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2011,0.47,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2012,0.46,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2013,0.39,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2014,0.38,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2015,0.49,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2016,0.49,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2017,0.51,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2018,0.5,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2019,0.48,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2020,0.47,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2021,0.47,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2022,0.46,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2023,0.52,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RO,2024,0.46,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2010,0.67,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2011,0.66,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2012,0.82,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2013,0.66,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2014,0.69,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2015,0.78,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2016,0.81,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2017,0.84,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2018,0.88,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2019,0.85,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2020,0.86,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2021,0.95,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2022,0.92,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2023,0.88,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RS,2024,0.93,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RU,2010,1.05,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RU,2011,1.02,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RU,2012,1.03,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RU,2013,1.03,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RU,2014,1.07,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RU,2015,1.1,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RU,2017,1.11,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RU,2018,0.99,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,RU,2019,1.04,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2010,3.19,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2011,3.21,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2012,3.25,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2013,3.28,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2014,3.12,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2015,3.24,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2016,3.26,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2017,3.4,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2018,3.36,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2019,3.41,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2020,3.51,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2021,3.45,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2022,3.5,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2023,3.64,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SE,2024,3.56,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2010,2.07,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2011,2.43,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2012,2.58,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2013,2.59,,
