STRUCTURE,STRUCTURE_ID,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2010,4.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2011,4.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2014,-188.0,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2015,-5.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2016,-2.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2017,1.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2018,-2.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2019,-2.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2020,4.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2021,-7.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2022,14.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2023,-10.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,GE,2024,3.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2010,-1.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2011,-0.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2012,-0.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2013,-4.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2014,-6.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2015,-8.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2016,-9.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2017,-11.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2018,-7.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2019,-4.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2020,-4.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2021,-1.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2022,3.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2023,7.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HR,2024,8.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2010,1.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2011,1.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2012,1.6,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2013,-0.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2014,-0.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2015,0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2016,-0.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2017,1.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2018,2.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2019,2.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2020,1.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2021,2.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2022,11.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2023,2.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,HU,2024,0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2010,-5.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2011,-5.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2012,-4.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2013,-2.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2014,0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2015,2.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2016,8.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2017,5.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2018,11.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2019,8.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2020,6.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2021,12.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2022,18.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2023,11.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IE,2024,13.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2010,-6.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2011,-4.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2012,-0.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2013,5.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2014,3.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2015,4.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2016,12.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2017,24.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2018,18.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2019,13.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2020,6.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2021,13.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2022,25.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2023,-15.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IS,2024,10.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2010,4.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2011,3.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2012,4.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2013,2.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2014,0.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2015,0.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2016,0.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2017,1.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2018,1.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2019,0.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2020,-1.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2021,1.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2022,4.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2023,4.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,IT,2024,4.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2010,4.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2011,4.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2012,6.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2013,5.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2014,3.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2015,4.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2016,2.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2017,5.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2018,4.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2019,7.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2020,7.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2021,3.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2022,7.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2023,6.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LI,2024,20.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2010,-25.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2011,-12.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2012,-6.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2013,-4.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2014,-3.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2015,-6.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2016,-8.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2017,-7.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2018,-0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2019,3.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2020,7.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2021,7.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2022,25.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2023,15.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LT,2024,8.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2010,15.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2011,21.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2012,18.9,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2013,19.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2014,19.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2015,19.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2016,16.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2017,15.8,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2018,16.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2019,16.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2020,10.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2021,13.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2022,20.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2023,14.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LU,2024,11.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2010,-17.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2011,-9.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2012,-5.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2013,-7.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2014,-4.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2015,-5.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2016,-6.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2017,-4.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2018,-2.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2019,-1.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2020,-1.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2021,-0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2022,16.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2023,-1.7,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,LV,2024,-2.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MC,2015,12.7,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MC,2016,-17.1,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MC,2018,0.7,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MC,2024,2.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2010,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2011,-0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2012,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2013,-0.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2014,-0.4,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2015,-221.7,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2016,-6.9,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2017,-15.9,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2018,-17.6,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2019,-15.1,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2020,-11.7,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2021,-24.0,ep,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2022,-17.0,ep,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2023,-32.3,ep,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MD,2024,-13.4,ep,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2010,-1.5,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2011,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2012,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2013,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2014,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2015,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2016,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2017,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2018,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2019,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2020,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2021,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2022,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2023,10.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,ME,2024,-1.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2010,-0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2011,-0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2012,-0.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2013,-0.2,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2014,-0.2,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2015,-0.2,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2016,-0.1,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2017,0.1,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2018,0.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2019,-0.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2020,-0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2021,-113.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2022,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2023,-0.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MK,2024,0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2010,0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2011,4.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2012,10.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2013,13.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2014,22.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2015,22.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2016,18.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2017,31.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2018,35.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2019,42.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2020,1.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2021,7.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2022,41.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2023,37.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,MT,2024,18.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2010,2.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2011,1.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2012,0.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2013,1.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2014,2.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2015,3.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2016,4.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2017,4.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2018,5.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2019,6.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2020,3.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2021,6.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2022,12.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2023,7.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NL,2024,6.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2010,8.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2011,9.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2012,9.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2013,7.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2014,7.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2015,5.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2016,5.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2017,4.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2018,3.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2019,4.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2020,2.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2021,3.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2022,10.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2023,9.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,NO,2024,6.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2010,0.1,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2011,-0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2012,-0.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2013,-0.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2014,-0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2015,-0.3,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2016,0.3,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2017,0.1,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2018,0.6,be,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2019,0.5,bep,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2020,-20.3,be,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2021,0.1,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2022,0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2023,0.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PL,2024,0.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2010,0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2011,-0.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2012,-3.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2013,-3.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2014,-2.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2015,-0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2016,-0.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2017,1.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2018,2.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2019,6.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2020,3.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2021,6.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2022,13.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2023,19.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,PT,2024,13.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2010,-2.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2011,-2.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2012,-1.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2013,-0.7,be,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2014,-1.0,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2015,-2.5,bep,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2016,-3.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2017,-3.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2018,-3.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2019,-1.3,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2020,-1.3,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2021,-0.8,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2022,5.4,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2023,5.1,e,
