STRUCTURE,STRUCTURE_ID,freq,currency,estruct,ecase,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2013,7466.23,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2014,7991.17,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2015,8275.99,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2016,8200.43,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2017,8975.57,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2018,9618.59,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2019,10225.78,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2020,11376.35,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2021,11134.57,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2022,12503.72,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2023,14487.18,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PL,2024,17002.36,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2010,12189.88,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2011,12008.16,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2012,12253.01,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2013,11729.3,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2014,11663.77,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2015,11535.88,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2016,11704.24,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2017,11938.3,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2018,12401.75,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2019,12823.4,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2020,12934.79,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2021,13502.54,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2022,14213.56,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2023,15301.09,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,PT,2024,16946.92,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2010,3872.44,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2011,4081.39,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2012,4000.73,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2013,4340.64,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2014,4610.25,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2015,5117.82,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2016,5518.93,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2017,6049.96,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2018,6669.59,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2019,7230.37,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2020,7629.63,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2021,8069.82,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2022,9083.98,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2023,10525.08,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,RO,2024,12654.52,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2010,29043.96,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2011,31319.63,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2012,33473.42,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2013,34473.44,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2014,33923.28,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2015,33389.85,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2016,33711.94,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2017,33923.05,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2018,32688.36,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2019,32427.59,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2020,33366.68,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2021,35485.73,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2022,35188.72,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2023,34207.06,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SE,2024,36147.03,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2010,11284.13,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2011,11567.85,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2012,11707.47,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2013,11824.18,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2014,11980.57,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2015,12062.45,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2016,12202.35,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2017,12487.25,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2018,12902.38,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2019,13298.17,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2020,13896.79,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2021,14601.22,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2022,15668.4,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2023,17113.88,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SI,2024,17864.75,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2010,7493.69,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2011,7642.75,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2012,7797.27,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2013,7936.58,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2014,8250.32,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2015,8426.75,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2016,8654.34,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2017,8961.03,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2018,9464.61,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2019,9975.02,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2020,10250.84,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2021,10982.5,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2022,11846.85,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2023,13027.56,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,SK,2024,14069.86,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2010,6629.01,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2011,6184.54,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2012,6956.76,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2013,7107.48,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2014,6879.9,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2015,7487.85,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2016,8108.39,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2017,7214.91,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2018,6127.23,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2019,6904.04,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2020,6445.15,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2021,5845.76,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2022,6285.77,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2023,8768.3,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,TR,2024,11439.8,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2010,29829.08,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2011,29426.23,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2012,32361.69,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2013,31413.75,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2014,33290.73,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2015,37959.11,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2016,34651.93,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2017,33620.36,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2018,34278.53,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,UK,2019,35782.77,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2010,25970.44,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2011,25726.08,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2012,28377.81,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2013,27376.96,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2014,28056.9,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2015,34159.7,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2016,34810.07,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2017,34916.19,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2018,35528.34,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2019,38469.36,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2020,41031.88,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2021,40787.2,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2022,46310.59,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2023,47398.22,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,US,2024,49335.49,,
