STRUCTURE,STRUCTURE_ID,freq,unit,training,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2011,11.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2012,11.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2013,11.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2014,10.1,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2015,9.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2016,9.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2017,9.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2018,10.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2019,10.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2020,11.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2021,14.3,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2022,15.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2023,15.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2024,16.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ES,2025,15.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2004,23.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2005,22.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2006,23.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2007,23.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2008,23.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2009,22.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2010,23.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2011,23.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2012,24.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2013,24.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2014,25.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2015,25.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2016,26.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2017,27.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2018,28.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2019,29.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2020,27.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2021,30.5,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2022,25.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2023,26.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2024,29.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FI,2025,28.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2004,6.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2005,5.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2006,6.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2007,6.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2008,6.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2009,5.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2010,5.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2011,5.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2012,5.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2013,17.8,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2014,18.4,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2015,18.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2016,18.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2017,18.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2018,18.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2019,19.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2020,13.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2021,11.0,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2022,13.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2023,14.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2024,15.1,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,FR,2025,15.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2004,2.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2005,2.1,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2006,3.1,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2007,3.0,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2008,2.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2009,3.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2010,3.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2011,3.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2012,3.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2013,3.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2014,2.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2015,3.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2016,3.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2017,2.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2018,2.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2019,3.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2020,3.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2021,5.3,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2022,4.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2023,6.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2024,6.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HR,2025,6.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2004,4.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2005,3.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2006,4.0,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2007,3.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2008,3.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2009,3.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2010,3.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2011,3.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2012,2.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2013,3.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2014,3.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2015,7.1,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2016,6.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2017,6.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2018,6.0,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2019,5.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2020,5.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2021,5.9,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2022,8.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2023,9.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2024,11.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,HU,2025,10.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2004,7.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2005,6.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2006,7.5,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2007,7.9,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2008,7.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2009,6.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2010,7.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2011,7.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2012,7.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2013,7.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2014,7.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2015,6.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2016,6.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2017,9.0,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2018,12.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2019,12.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2020,11.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2021,13.6,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2022,11.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2023,12.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2024,14.7,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IE,2025,14.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2004,23.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2005,25.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2006,27.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2007,27.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2008,25.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2009,25.1,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2010,25.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2011,26.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2012,28.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2013,26.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2014,26.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2015,28.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2016,24.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2017,23.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2018,21.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2019,22.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2020,20.3,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2021,23.9,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2022,27.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2023,26.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2024,27.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IS,2025,27.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2004,6.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2005,5.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2006,6.1,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2007,6.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2008,6.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2009,6.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2010,6.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2011,5.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2012,6.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2013,6.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2014,8.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2015,7.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2016,8.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2017,7.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2018,8.1,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2019,8.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2020,7.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2021,9.9,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2022,9.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2023,11.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2024,10.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,IT,2025,10.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2004,6.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2005,6.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2006,5.0,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2007,5.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2008,4.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2009,4.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2010,4.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2011,6.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2012,5.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2013,5.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2014,5.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2015,5.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2016,6.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2017,5.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2018,6.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2019,7.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2020,7.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2021,8.5,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2022,8.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2023,10.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2024,9.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LT,2025,10.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2004,9.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2005,8.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2006,8.3,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2007,7.2,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2008,8.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2009,13.8,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2010,13.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2011,13.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2012,14.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2013,14.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2014,14.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2015,18.0,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2016,16.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2017,17.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2018,18.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2019,19.1,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2020,16.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2021,17.9,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2022,18.1,u,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2023,16.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2024,17.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LU,2025,17.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2004,9.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2005,7.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2006,7.3,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2007,7.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2008,6.9,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2009,5.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2010,5.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2011,5.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2012,7.2,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2013,6.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2014,5.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2015,5.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2016,7.3,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2017,7.5,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2018,6.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2019,7.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2020,6.6,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2021,8.6,b,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2022,9.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2023,10.7,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2024,11.0,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,LV,2025,11.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ME,2011,2.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ME,2012,2.4,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ME,2013,2.8,,
dataflow,ESTAT:TRNG_LFS_09(1.0),A,PC,FE_NFE,T,Y25-64,ME,2014,2.9,,
