STRUCTURE,STRUCTURE_ID,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2017,3.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2018,3.5,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2019,3.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2020,4.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2021,3.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2022,3.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2023,4.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2024,4.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2025,4.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2009,12.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2010,14.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2011,14.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2012,14.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2013,13.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2014,11.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2015,9.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2016,8.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2017,6.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2018,5.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2019,4.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2020,5.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2021,5.7,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2022,4.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2023,3.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2024,3.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2025,4.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2009,6.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2010,6.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2011,6.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2012,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2013,4.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2014,4.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2015,3.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2016,2.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2017,2.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2018,2.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2019,3.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2020,5.2,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2021,5.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2022,3.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2023,3.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2024,3.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2025,4.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2009,7.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2010,8.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2011,8.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2012,10.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2013,12.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2014,12.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2015,11.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2016,11.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2017,11.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2018,10.4,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2019,9.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2020,9.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2021,9.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2022,8.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2023,7.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2024,6.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2025,6.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2009,13.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2010,17.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2011,15.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2012,13.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2013,11.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2014,10.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2015,9.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2016,8.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2017,7.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2018,6.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2019,6.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2020,8.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2021,7.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2022,6.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2023,7.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2024,7.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2025,6.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2009,4.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2010,4.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2011,4.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2012,5.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2013,5.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2014,5.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2015,6.3,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2016,5.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2017,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2018,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2019,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2020,6.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2021,4.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2022,4.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2023,4.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2024,5.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2025,6.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2009,17.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2010,19.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2011,16.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2012,15.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2013,11.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2014,11.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2015,9.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2016,9.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2017,8.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2018,7.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2019,6.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2020,8.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2021,7.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2022,6.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2023,6.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2024,7.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LV,2025,7.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2011,19.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2012,19.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2013,19.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2014,17.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2015,17.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2016,17.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2017,16.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2018,15.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2019,15.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,ME,2020,17.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2009,31.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2010,31.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2011,31.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2012,30.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2013,28.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2014,27.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2015,26.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2016,23.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2017,22.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2018,20.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2019,17.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2020,16.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2021,15.3,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2022,14.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2023,13.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2024,12.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MK,2025,11.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2009,5.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2010,6.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2011,5.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2012,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2013,5.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2014,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2015,4.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2016,4.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2017,3.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2018,3.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2019,3.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2020,4.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2021,3.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2022,3.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2023,3.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2024,2.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,MT,2025,2.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2009,4.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2010,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2011,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2012,6.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2013,7.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2014,7.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2015,7.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2016,6.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2017,5.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2018,4.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2019,3.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2020,4.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2021,3.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2022,2.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2023,2.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2024,3.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NL,2025,3.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2009,2.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2010,3.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2011,3.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2012,3.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2013,3.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2014,3.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2015,4.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2016,4.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2017,3.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2018,3.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2019,3.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2020,4.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2021,3.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2022,2.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2023,2.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2024,3.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,NO,2025,3.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2009,8.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2010,9.8,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2011,9.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2012,10.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2013,10.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2014,9.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2015,7.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2016,6.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2017,4.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2018,3.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2019,3.2,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2020,3.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2021,3.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2022,2.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2023,2.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2024,2.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PL,2025,3.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2009,10.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2010,12.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2011,13.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2012,16.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2013,17.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2014,14.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2015,12.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2016,11.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2017,9.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2018,7.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2019,6.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2020,7.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2021,6.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2022,6.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2023,6.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2024,6.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,PT,2025,5.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2009,8.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2010,8.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2011,8.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2012,8.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2013,8.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2014,8.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2015,8.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2016,6.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2017,5.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2018,4.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2019,4.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2020,5.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2021,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2022,5.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2023,5.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2024,4.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RO,2025,5.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2010,21.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2011,24.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2012,25.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2013,23.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2014,20.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2015,18.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2016,16.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2017,14.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2018,13.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2019,11.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2020,9.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2021,11.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2022,9.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2023,9.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2024,8.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,RS,2025,8.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2005,7.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2006,6.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2007,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2008,5.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2009,7.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2010,7.7,,
