STRUCTURE,STRUCTURE_ID,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2003,37.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2004,40.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2005,40.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2006,43.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2007,46.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2008,47.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2009,49.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2010,49.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2011,48.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2012,50.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2013,52.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2014,53.4,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2015,54.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2016,54.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2017,54.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2018,56.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2019,55.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2020,58.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2021,62.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2022,63.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2023,62.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2024,65.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2025,66.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,1999,26.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2000,29.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2001,27.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2002,28.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2003,32.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2004,33.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2005,35.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2006,31.4,u,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2007,32.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2008,32.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2009,35.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2010,36.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2011,39.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2012,38.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2013,40.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2014,40.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2015,40.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2016,43.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2017,47.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2018,47.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2019,47.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2020,41.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2021,41.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2022,40.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2023,43.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2024,46.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IS,2025,44.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,1992,7.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,1993,7.0,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,1994,7.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,1995,7.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,1996,8.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,1997,8.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,1998,8.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,1999,10.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2000,10.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2001,11.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2002,12.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2003,13.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2004,14.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2005,16.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2006,17.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2007,18.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2008,19.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2009,20.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2010,20.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2011,21.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2012,22.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2013,22.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2014,24.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2015,25.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2016,25.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2017,26.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2018,27.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2019,27.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2020,28.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2021,28.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2022,29.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2023,30.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2024,31.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IT,2025,31.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,1998,42.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,1999,42.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2000,39.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2001,26.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2002,28.0,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2003,29.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2004,35.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2005,36.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2006,38.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2007,38.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2008,41.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2009,43.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2010,46.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2011,48.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2012,48.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2013,50.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2014,52.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2015,54.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2016,54.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2017,55.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2018,55.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2019,55.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2020,56.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2021,57.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2022,58.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2023,57.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2024,58.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LT,2025,60.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,1992,13.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,1993,22.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,1994,25.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,1995,16.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,1996,18.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,1997,22.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,1999,21.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2000,22.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2001,23.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2002,22.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2003,18.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2004,32.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2005,37.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2006,33.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2007,35.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2008,38.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2009,44.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2010,44.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2011,46.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2012,49.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2013,48.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2014,52.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2015,50.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2016,51.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2017,51.3,u,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2018,53.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2019,56.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2020,60.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2021,62.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2022,61.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2023,60.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2024,63.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LU,2025,65.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,1998,16.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,1999,16.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2000,17.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2001,16.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2002,17.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2003,18.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2004,19.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2005,21.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2006,23.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2007,25.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2008,28.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2009,31.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2010,34.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2011,35.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2012,38.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2013,40.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2014,39.4,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2015,39.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2016,42.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2017,41.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2018,41.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2019,43.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2020,44.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2021,45.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2022,45.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2023,45.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2024,45.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,LV,2025,44.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2011,25.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2012,26.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2013,31.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2014,32.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2015,31.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2016,34.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2017,35.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2018,34.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2019,39.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ME,2020,40.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2006,12.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2007,14.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2008,15.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2009,19.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2010,21.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2011,25.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2012,26.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2013,26.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2014,28.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2015,30.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2016,32.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2017,33.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2018,33.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2019,35.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2020,37.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2021,34.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2022,35.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2023,32.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2024,35.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MK,2025,35.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2000,8.8,d,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2001,14.8,d,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2002,12.0,d,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2003,16.3,d,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2004,18.4,d,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2005,17.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2006,20.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2007,22.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2008,23.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2009,22.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2010,24.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2011,26.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2012,28.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2013,31.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2014,31.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2015,31.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2016,34.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2017,34.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2018,40.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2019,41.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2020,40.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2021,42.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2022,42.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2023,46.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2024,47.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,MT,2025,47.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,1996,24.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,1997,25.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,1998,23.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,1999,25.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,2000,26.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,2001,27.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,2002,28.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,2003,32.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,2004,34.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,NL,2005,33.3,b,
