STRUCTURE,STRUCTURE_ID,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2010,37.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2011,38.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2012,40.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2013,40.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2014,41.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2015,43.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2016,44.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2017,45.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2018,45.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2019,47.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2020,47.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2021,49.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2022,49.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2023,49.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2024,51.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,DK,2025,52.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,1998,28.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,1999,27.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2000,28.4,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2001,27.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2002,26.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2003,27.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2004,27.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2005,33.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2006,34.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2007,34.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2008,35.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2009,36.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2010,38.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2011,39.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2012,40.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2013,40.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2014,40.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2015,38.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2016,39.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2017,40.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2018,41.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2019,40.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2020,40.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2021,43.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2022,43.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2023,43.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2024,42.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EE,2025,44.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,1992,19.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,1993,19.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,1994,20.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,1995,21.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,1996,22.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,1997,22.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,1998,23.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,1999,23.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2000,23.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2001,22.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2002,23.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2003,23.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2004,24.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2005,24.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2006,26.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2007,27.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2008,27.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2009,28.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2010,30.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2011,32.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2012,34.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2013,37.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2014,38.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2015,40.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2016,41.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2017,42.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2018,42.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2019,42.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2020,43.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2021,44.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2022,45.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2023,44.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2024,44.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,EL,2025,42.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,1992,20.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,1993,22.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,1994,24.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,1995,26.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,1996,28.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,1997,29.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,1998,31.0,d,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,1999,32.3,d,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2000,33.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2001,35.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2002,37.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2003,37.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2004,39.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2005,40.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2006,40.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2007,40.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2008,40.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2009,39.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2010,40.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2011,40.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2012,40.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2013,41.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2014,41.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2015,41.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2016,41.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2017,42.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2018,44.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2019,46.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2020,47.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2021,48.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2022,50.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2023,52.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2024,52.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,ES,2025,52.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,1995,22.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,1996,23.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,1997,23.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,1998,35.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,1999,37.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2000,37.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2001,38.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2002,37.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2003,37.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2004,38.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2005,37.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2006,38.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2007,39.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2008,38.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2009,39.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2010,39.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2011,39.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2012,39.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2013,40.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2014,40.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2015,40.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2016,40.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2017,40.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2018,40.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2019,42.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2020,43.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2021,40.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2022,40.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2023,39.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2024,39.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FI,2025,38.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,1993,22.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,1994,23.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,1995,24.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,1996,23.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,1997,24.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,1998,28.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,1999,29.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2000,31.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2001,33.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2002,35.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2003,38.0,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2004,38.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2005,39.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2006,41.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2007,41.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2008,40.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2009,42.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2010,42.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2011,42.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2012,42.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2013,43.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2014,44.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2015,44.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2016,44.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2017,44.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2018,47.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2019,48.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2020,49.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2021,50.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2022,50.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2023,51.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2024,53.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,FR,2025,55.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2002,16.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2003,17.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2004,17.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2005,18.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2006,17.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2007,18.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2008,20.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2009,21.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2010,25.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2011,25.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2012,24.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2013,28.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2014,32.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2015,30.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2016,32.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2017,32.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2018,35.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2019,35.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2020,37.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2021,36.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2022,36.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2023,38.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2024,39.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HR,2025,42.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,1997,12.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,1998,13.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,1999,14.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2000,14.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2001,14.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2002,15.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2003,16.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2004,18.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2005,19.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2006,20.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2007,22.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2008,24.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2009,25.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2010,26.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2011,28.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2012,30.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2013,31.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2014,32.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2015,32.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2016,30.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2017,30.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2018,30.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2019,30.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2020,31.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2021,33.4,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2022,32.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2023,30.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2024,32.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,HU,2025,32.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,1992,21.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,1993,23.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,1994,24.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,1995,27.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,1996,31.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,1997,31.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,1999,27.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2000,30.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2001,34.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y25-34,PC,ED5-8,IE,2002,35.5,,
